Electron Microprobe Data,,1300 C,,,,,,,,,,,,
FNDA_1_profile (Line)  Pt 2,,120 hours,,,,,,,,,,,,
,Weight%,,,,,,,FNDA-1,Fe atomic,Ni Atomic,Del Fe /amu,sigma,del Ni /amu,sigma
DataSet/Point,Fe,Ni,Total,X,Y,Z,,-800,99.22933,0.770671,1.02,± 0.35,-14.29076646,6.987229861
1 / 1 . ,0.858513,97.80457,98.66308,-12364,-2259,-29,,-650,99.24299,0.757013,0.15,± 0.35,-9.41053978,7.036196491
2 / 1 . ,0.865002,98.54815,99.41315,-12364,-2244,-29,,-500,99.2416,0.758407,0.42,± 0.35,-18.78304089,6.998805782
3 / 1 . ,0.868513,98.38391,99.25242,-12364,-2229,-29,,-425,99.23149,0.768515,0.19,± 0.35,-8.415014569,7.186109412
4 / 1 . ,0.858842,98.33313,99.19197,-12364,-2214,-29,,-350,99.22675,0.773243,0.57,± 0.34,-15.69863602,6.964567793
5 / 1 . ,0.876933,98.5491,99.42603,-12364,-2199,-29,,-275,99.25453,0.745469,0.53,± 0.34,-8.569431945,6.938240053
6 / 1 . ,0.880766,98.40784,99.28861,-12364,-2184,-29,,-200,99.20901,0.790992,-0.14,± 0.34,-17.34885044,6.837546158
7 / 1 . ,0.907334,98.43139,99.33872,-12364,-2169,-28,,-125,99.19761,0.802391,0.61,± 0.34,-16.10723801,6.837546158
8 / 1 . ,0.862062,98.48163,99.3437,-12364,-2154,-28,,-50,99.19729,0.802715,0.77,± 0.34,-8.250529924,6.856288338
9 / 1 . ,0.885013,98.39956,99.28457,-12364,-2139,-28,,25,98.69484,1.305165,1.30,± 0.33,-22.71666429,5.992694043
10 / 1 . ,0.886845,98.25047,99.13732,-12364,-2124,-28,,100,89.694,10.306,1.41,± 0.35,-24.86795947,2.565241565
11 / 1 . ,0.895141,98.44009,99.33524,-12364,-2109,-28,,175,67.69268,32.30733,2.60,± 0.33,-17.48539558,0.977440327
12 / 1 . ,0.90051,98.44931,99.34982,-12364,-2094,-28,,225,57.74124,42.25876,1.03,± 0.39,-16.20106241,0.876438203
13 / 1 . ,0.871685,98.29261,99.16429,-12364,-2079,-28,,300,45.26946,54.73054,-0.32,± 0.45,-14.78284297,0.79321553
14 / 1 . ,0.890771,98.19926,99.09004,-12364,-2064,-28,,375,36.36043,63.63958,-1.71,± 0.52,-13.48703389,0.757551829
15 / 1 . ,0.890718,98.27754,99.16827,-12364,-2049,-28,,450,28.85868,71.14132,-1.76,± 0.63,-13.33537009,0.763932704
16 / 1 . ,0.853846,98.66003,99.51389,-12364,-2034,-28,,525,22.65344,77.34657,-1.74,± 0.75,-13.88213322,0.795315815
17 / 1 . ,0.906488,98.47926,99.38574,-12364,-2019,-28,,600,17.1705,82.8295,-6.60,± 0.97,-15.71536753,0.857873026
18 / 1 . ,0.903331,98.83672,99.74004,-12364,-2004,-28,,675,12.54612,87.45388,-7.29,± 1.12,-15.43215925,0.833527935
19 / 1 . ,0.947236,98.48016,99.42739,-12364,-1989,-27,,750,8.346512,91.65348,-6.90,± 1.44,-16.05747544,0.880124503
20 / 1 . ,0.91662,98.62043,99.53705,-12364,-1974,-27,,825,5.361951,94.63805,-13.82,± 1.90,-16.77244672,0.912364608
21 / 1 . ,0.966121,97.83882,98.80494,-12364,-1959,-27,,900,3.286207,96.71379,-8.95,± 2.62,-14.5942379,0.986007959
22 / 1 . ,0.976705,98.12788,99.10458,-12364,-1944,-27,,975,2.031355,97.96865,-14.09,± 3.40,-13.2952301,1.005189055
23 / 1 . ,0.997302,98.25226,99.24957,-12364,-1929,-27,,1050,1.449413,98.55059,-10.10,± 4.28,-12.21786852,1.019554617
24 / 1 . ,0.987421,97.95515,98.94258,-12364,-1914,-27,,1125,1.13534,98.86466,-1.49,± 4.98,-15.58661403,1.021163082
25 / 1 . ,1.074414,98.35551,99.42993,-12364,-1899,-27,,1200,0.967636,99.03236,-8.64,± 5.56,-13.6219693,1.060456377
26 / 1 . ,1.098898,98.27511,99.37401,-12364,-1884,-27,,1275,0.943799,99.05621,11.33,± 2.87,-15.2299148,1.011197321
27 / 1 . ,1.150214,97.5097,98.65992,-12364,-1869,-27,,1350,0.939991,99.06001,11.47,± 5.48,-13.22412905,1.023623719
28 / 1 . ,1.226557,98.19643,99.42299,-12364,-1854,-27,,1425,0.926792,99.0732,9.73,± 5.81,-13.03111939,1.071375638
29 / 1 . ,1.286969,98.41927,99.70625,-12364,-1839,-27,,,,,,,,,,,
30 / 1 . ,1.367201,97.72632,99.09351,-12364,-1824,-26,,,,,,,,,,,
31 / 1 . ,1.436522,97.92262,99.35915,-12364,-1809,-26,,Pos X,Pos Y,d54Fe,smean,d57Fe,smean,d61Ni,smean,d62Ni,smean
32 / 1 . ,1.529071,97.89003,99.41911,-12364,-1794,-26,,-800,605,-18.48,± 0.35,-21.77,± 0.97,8.389637168,62.77242507,-14.29076646,6.987229861
33 / 1 . ,1.678872,97.49685,99.17572,-12364,-1779,-26,,-650,605,-19.35,± 0.35,-18.48,± 0.97,-52.15553687,60.87904839,-9.41053978,7.036196491
34 / 1 . ,1.784612,97.72552,99.51012,-12364,-1764,-26,,-500,605,-19.08,± 0.35,-16.37,± 0.97,-130.5927197,58.76928679,-18.78304089,6.998805782
35 / 1 . ,1.922602,97.47717,99.39977,-12364,-1749,-26,,-425,605,-19.31,± 0.35,-18.93,± 0.97,-74.0451317,61.37430249,-8.415014569,7.186109412
36 / 1 . ,2.133288,97.67516,99.80845,-12364,-1734,-26,,-350,605,-18.93,± 0.34,-20.87,± 0.96,-75.71176116,59.97336515,-15.69863602,6.964567793
37 / 1 . ,2.353022,96.83996,99.19299,-12364,-1719,-26,,-275,605,-18.97,± 0.34,-21.35,± 0.95,-65.2512145,59.54938083,-8.569431945,6.938240053
38 / 1 . ,2.588953,96.8647,99.45365,-12364,-1704,-26,,-200,605,-19.64,± 0.34,-16.04,± 0.95,-58.64112294,59.49672273,-17.34885044,6.837546158
39 / 1 . ,2.830517,96.86857,99.69909,-12364,-1689,-26,,-125,605,-18.89,± 0.34,-18.96,± 0.94,43.86187034,62.86194063,-16.10723801,6.869518703
40 / 1 . ,3.105607,96.08426,99.18987,-12364,-1674,-26,,-50,605,-18.73,± 0.34,-19.34,± 0.94,-53.9435133,59.21294814,-8.250529924,6.856288338
41 / 1 . ,3.477761,96.14537,99.62313,-12364,-1659,-26,,25,605,-18.20,± 0.33,-16.95,± 0.93,-89.17017924,51.6649861,-22.71666429,5.992694043
42 / 1 . ,3.834793,95.8112,99.646,-12364,-1644,-25,,100,605,-18.09,± 0.35,-17.46,± 0.98,-36.02356455,22.84455052,-24.86795947,2.565241565
43 / 1 . ,4.203782,95.51398,99.71777,-12364,-1629,-25,,175,605,-16.90,± 0.33,-19.18,± 0.91,-25.29287138,8.672677129,-17.48539558,0.977440327
44 / 1 . ,4.574216,95.21839,99.7926,-12364,-1614,-25,,225,605,-18.47,± 0.39,-17.99,± 1.09,-20.9490021,7.776121676,-16.20106241,0.876438203
45 / 1 . ,5.083617,94.32525,99.40887,-12364,-1599,-25,,300,605,-19.82,± 0.45,-17.51,± 1.26,-12.49689697,7.060562939,-14.78284297,0.79321553
46 / 1 . ,5.73397,93.83987,99.57384,-12364,-1584,-25,,375,605,-21.21,± 0.52,-15.99,± 1.46,-5.604877806,6.757647863,-13.48703389,0.757551829
47 / 1 . ,6.191082,93.49892,99.69,-12364,-1569,-25,,450,605,-21.26,± 0.63,-19.11,± 1.75,-16.82249138,6.775896019,-13.33537009,0.763932704
48 / 1 . ,6.781537,92.82196,99.6035,-12364,-1554,-25,,525,605,-21.24,± 0.75,-22.80,± 2.09,-11.00750314,7.081303175,-13.88213322,0.795315815
49 / 1 . ,7.421857,92.0694,99.49125,-12364,-1539,-25,,600,605,-26.10,± 0.97,-23.52,± 2.68,-14.45725649,7.649623569,-15.71536753,0.857873026
50 / 1 . ,7.932042,91.56746,99.4995,-12364,-1524,-25,,675,605,-26.79,± 1.12,-25.32,± 3.07,-17.20988616,7.419738223,-15.43215925,0.833527935
51 / 1 . ,8.787154,90.78,99.56715,-12364,-1509,-25,,750,605,-26.40,± 1.44,-24.95,± 3.97,-18.05291802,7.83724198,-16.05747544,0.880124503
52 / 1 . ,9.384916,90.33442,99.71934,-12364,-1494,-25,,825,605,-33.32,± 1.90,-32.50,± 5.17,-18.02767442,8.131180498,-16.77244672,0.912364608
53 / 1 . ,10.18403,89.51441,99.69844,-12364,-1479,-25,,900,605,-28.45,± 2.62,-25.29,± 7.20,-22.2759586,8.744638251,-14.5942379,0.986007959
54 / 1 . ,11.07576,88.5745,99.65026,-12364,-1464,-24,,975,605,-33.59,± 3.40,-13.39,± 9.31,-12.21130515,8.946628846,-13.2952301,1.005189055
55 / 1 . ,11.94758,87.55112,99.4987,-12364,-1449,-24,,1050,605,-29.60,± 4.28,-15.66,± 11.77,-3.114520133,9.104766741,-12.21786852,1.019554617
56 / 1 . ,12.7809,87.21964,100.0005,-12364,-1434,-24,,1125,605,-20.99,± 4.98,-30.68,± 13.73,5.412375571,9.197889385,-15.58661403,1.021163082
57 / 1 . ,13.61657,85.99282,99.60939,-12364,-1419,-24,,1200,605,-28.14,± 5.56,-21.15,± 15.29,2.26946193,9.511651789,-13.6219693,1.060456377
58 / 1 . ,14.5553,85.13901,99.69431,-12364,-1404,-24,,1275,605,-8.17,± 2.87,-27.08,± 8.06,-15.08060197,9.00788932,-15.2299148,1.011197321
59 / 1 . ,15.71827,84.13398,99.85225,-12364,-1389,-24,,1350,555,-8.03,± 5.48,-27.92,± 15.41,-1.318471516,9.160640757,-13.22412905,1.023623719
60 / 1 . ,16.48207,83.58457,100.0666,-12364,-1374,-24,,1425,555,-8.77,± 5.81,-22.06,± 16.35,-21.13471521,9.487718276,-13.03111939,1.071375638
61 / 1 . ,17.52395,82.61162,100.1356,-12364,-1359,-24
62 / 1 . ,18.70452,81.09196,99.79647,-12364,-1344,-24
63 / 1 . ,19.81134,80.47443,100.2858,-12364,-1329,-24
64 / 1 . ,20.68985,79.24567,99.93552,-12364,-1314,-24
65 / 1 . ,21.78618,78.19881,99.98499,-12364,-1299,-23
66 / 1 . ,23.19198,76.73516,99.92715,-12364,-1284,-23
67 / 1 . ,24.25234,75.72849,99.98083,-12364,-1269,-23
68 / 1 . ,25.30099,74.60835,99.90934,-12364,-1254,-23
69 / 1 . ,26.62931,73.27267,99.90199,-12364,-1239,-23
70 / 1 . ,27.93042,72.38277,100.3132,-12364,-1224,-23
71 / 1 . ,29.51842,70.6816,100.2,-12364,-1209,-23
72 / 1 . ,30.75289,69.36835,100.1212,-12364,-1194,-23
73 / 1 . ,32.21209,67.86072,100.0728,-12364,-1179,-23
74 / 1 . ,33.724,66.5388,100.2628,-12364,-1164,-23
75 / 1 . ,35.47518,65.27322,100.7484,-12364,-1149,-23
76 / 1 . ,36.93047,63.83323,100.7637,-12364,-1134,-23
77 / 1 . ,38.62255,62.07426,100.6968,-12364,-1119,-22
78 / 1 . ,40.36627,59.78041,100.1467,-12364,-1104,-22
79 / 1 . ,42.25692,58.02683,100.2837,-12364,-1089,-22
80 / 1 . ,44.42285,56.46028,100.8831,-12364,-1074,-22
81 / 1 . ,46.51407,54.22567,100.7397,-12364,-1059,-22
82 / 1 . ,48.67421,51.86922,100.5434,-12364,-1044,-22
83 / 1 . ,51.51116,49.23543,100.7466,-12364,-1029,-22
84 / 1 . ,53.91403,47.07204,100.9861,-12364,-1014,-22
85 / 1 . ,57.60853,44.32306,101.9316,-12364,-999,-22
86 / 1 . ,60.55124,40.84694,101.3982,-12364,-984,-22
87 / 1 . ,64.14088,37.25314,101.394,-12364,-969,-22
88 / 1 . ,67.62535,33.92978,101.5551,-12364,-954,-21
89 / 1 . ,72.06693,29.32531,101.3922,-12364,-939,-21
90 / 1 . ,76.95081,24.25905,101.2099,-12364,-924,-21
91 / 1 . ,81.94931,19.5595,101.5088,-12364,-909,-21
92 / 1 . ,86.49204,15.07827,101.5703,-12364,-894,-21
93 / 1 . ,90.53711,10.93618,101.4733,-12364,-879,-21
94 / 1 . ,94.58932,6.901438,101.4908,-12364,-864,-21
95 / 1 . ,97.23541,4.363789,101.5992,-12364,-849,-21
96 / 1 . ,99.01145,2.909113,101.9206,-12364,-834,-21
97 / 1 . ,99.68759,1.942427,101.63,-12364,-819,-21
98 / 1 . ,100.2953,1.394323,101.6896,-12364,-804,-21
99 / 1 . ,100.4463,1.091207,101.5375,-12364,-789,-21
100 / 1 . ,100.6088,1.037192,101.646,-12364,-774,-20
101 / 1 . ,99.99357,0.921318,100.9149,-12364,-759,-20
102 / 1 . ,100.6192,0.907934,101.5271,-12364,-744,-20
103 / 1 . ,100.5869,0.855688,101.4426,-12364,-729,-20
104 / 1 . ,100.6177,0.808954,101.4267,-12364,-714,-20
105 / 1 . ,100.9009,0.885924,101.7868,-12364,-699,-20
106 / 1 . ,100.7987,0.879091,101.6778,-12364,-684,-20
107 / 1 . ,101.3929,0.855604,102.2485,-12364,-669,-20
108 / 1 . ,100.8557,0.857625,101.7133,-12364,-654,-20
109 / 1 . ,101.1129,0.844272,101.9572,-12364,-639,-20
110 / 1 . ,100.457,0.88453,101.3415,-12364,-624,-20
111 / 1 . ,100.7533,0.836305,101.5896,-12364,-609,-19
112 / 1 . ,101.2337,0.866263,102.0999,-12364,-594,-19
113 / 1 . ,101.0183,0.846707,101.8651,-12364,-579,-19
114 / 1 . ,100.9776,0.831442,101.8091,-12364,-564,-19
115 / 1 . ,100.8264,0.863643,101.69,-12364,-549,-19
116 / 1 . ,100.7142,0.874958,101.5891,-12364,-534,-19
117 / 1 . ,100.7431,0.85267,101.5958,-12364,-519,-19
118 / 1 . ,101.2258,0.799251,102.0251,-12364,-504,-19
119 / 1 . ,100.8844,0.866012,101.7504,-12364,-489,-19
120 / 1 . ,100.5131,0.838842,101.3519,-12364,-474,-19
121 / 1 . ,100.8811,0.86032,101.7415,-12364,-459,-19
122 / 1 . ,100.8888,0.86473,101.7535,-12364,-444,-19
123 / 1 . ,100.8738,0.826377,101.7002,-12364,-429,-18
124 / 1 . ,100.9881,0.797142,101.7853,-12364,-414,-18
125 / 1 . ,101.0444,0.799956,101.8444,-12364,-399,-18
126 / 1 . ,100.7727,0.824979,101.5976,-12364,-384,-18
127 / 1 . ,101.0468,0.817495,101.8643,-12364,-369,-18
128 / 1 . ,100.3476,0.817,101.1646,-12364,-354,-18
129 / 1 . ,100.9804,0.497955,101.4784,-12364,-339,-18
130 / 1 . ,101.0238,0.833663,101.8574,-12364,-324,-18
131 / 1 . ,101.059,0.832493,101.8915,-12364,-309,-18
132 / 1 . ,101.1969,0.812596,102.0095,-12364,-294,-18
133 / 1 . ,101.0216,0.811587,101.8332,-12364,-279,-18
134 / 1 . ,101.0387,0.838732,101.8774,-12364,-264,-17
135 / 1 . ,100.806,0.832209,101.6382,-12364,-249,-17
136 / 1 . ,101.2182,0.741773,101.96,-12364,-234,-17
137 / 1 . ,100.7462,0.818527,101.5647,-12364,-219,-17
138 / 1 . ,101.2058,0.776262,101.982,-12364,-204,-17
139 / 1 . ,101.2638,0.799065,102.0629,-12364,-189,-17
140 / 1 . ,100.6807,0.828967,101.5097,-12364,-174,-17
141 / 1 . ,100.9958,0.845073,101.8409,-12364,-159,-17
142 / 1 . ,100.9019,0.76602,101.6679,-12364,-144,-17
143 / 1 . ,99.92634,0.801301,100.7276,-12364,-129,-17
144 / 1 . ,101.0973,0.838341,101.9357,-12364,-114,-17
145 / 1 . ,101.2203,0.819596,102.0399,-12364,-99,-17
146 / 1 . ,100.7808,0.800856,101.5817,-12364,-84,-16
147 / 1 . ,100.757,0.820284,101.5773,-12364,-69,-16
148 / 1 . ,101.044,0.807444,101.8514,-12364,-54,-16
149 / 1 . ,100.6076,0.868839,101.4764,-12364,-39,-16
150 / 1 . ,101.0954,0.825888,101.9213,-12364,-24,-16
151 / 1 . ,100.6971,0.812526,101.5097,-12364,-9,-16
152 / 1 . ,100.8885,0.840309,101.7288,-12364,6,-16
153 / 1 . ,101.0212,0.824809,101.846,-12364,21,-16
154 / 1 . ,100.7909,0.828576,101.6195,-12364,36,-16
155 / 1 . ,100.333,0.888078,101.221,-12364,51,-16
156 / 1 . ,100.3434,0.870934,101.2144,-12364,66,-16
157 / 1 . ,100.4037,0.861791,101.2655,-12364,81,-16
158 / 1 . ,99.98389,0.890219,100.8741,-12364,96,-15
159 / 1 . ,100.5841,0.885846,101.47,-12364,111,-15
160 / 1 . ,99.27421,0.932019,100.2062,-12364,126,-15
161 / 1 . ,100.3272,0.900729,101.228,-12364,141,-15
162 / 1 . ,101.1848,0.926707,102.1115,-12364,156,-15
163 / 1 . ,100.3097,0.900158,101.2099,-12364,171,-15
164 / 1 . ,100.5527,0.924964,101.4776,-12364,186,-15
165 / 1 . ,100.9712,0.911044,101.8822,-12364,201,-15
166 / 1 . ,100.4958,0.95257,101.4483,-12364,216,-15
167 / 1 . ,100.5331,0.957651,101.4908,-12364,231,-15
168 / 1 . ,100.2271,0.95717,101.1843,-12364,246,-15
169 / 1 . ,100.0668,0.95575,101.0226,-12364,261,-14
170 / 1 . ,100.26,0.983735,101.2438,-12364,276,-14
171 / 1 . ,100.373,0.940939,101.3139,-12364,291,-14
172 / 1 . ,100.5769,0.948826,101.5257,-12364,306,-14
173 / 1 . ,100.2899,0.966492,101.2564,-12364,321,-14
174 / 1 . ,100.559,0.949416,101.5084,-12364,336,-14
175 / 1 . ,99.94955,0.951273,100.9008,-12364,351,-14
176 / 1 . ,100.4428,0.970625,101.4135,-12364,366,-14
177 / 1 . ,100.6751,0.976997,101.6521,-12364,381,-14
178 / 1 . ,100.6938,0.969009,101.6628,-12364,396,-14
179 / 1 . ,100.4082,0.959355,101.3675,-12364,411,-14
180 / 1 . ,100.696,0.980412,101.6764,-12364,426,-14
181 / 1 . ,100.5669,0.921462,101.4883,-12364,441,-13
182 / 1 . ,14.27017,0.080387,14.35056,-12364,456,-13
183 / 1 . ,100.7676,0.899935,101.6675,-12364,471,-13
184 / 1 . ,99.9832,0.918994,100.9022,-12364,486,-13
185 / 1 . ,100.9651,0.966158,101.9312,-12364,501,-13
